
欣赏,#genre#
08,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_12.m3u8

pandaclass第五季第07期,#genre#
01,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_01.m3u8
02,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_02.m3u8
03,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_03.m3u8
04,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_04.m3u8
05,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_05.m3u8
06,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_06.m3u8
07,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_07.m3u8
08,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_08.m3u8
09,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_09.m3u8
10,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_10.m3u8
11,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_11.m3u8
12,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_12.m3u8
13,https://5721004.xyz/pc5/pandaclass第五季第08期20250703/电报频道@ikan_live_PandaClass_字幕版_20250703_13.m3u8

pandaclass第五季第08期,#genre#


pandaclass第五季第09期,#genre#


pandaclass第五季第10期,#genre#


pandaclass第五季第11期,#genre#


pandaclass第五季第12期,#genre#


pandaclass第五季第13期,#genre#


pandaclass第五季第14期,#genre#


pandaclass第五季第15期,#genre#


pandaclass第五季第16期,#genre#


pandaclass第五季第17期,#genre#


pandaclass第六季第01期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第六季第01期20250826/电报频道@ikan_live_PandaClass_字幕版_20250826_11.m3u8

pandaclass第六季第02期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第六季第02期20250828/电报频道@ikan_live_PandaClass_字幕版_20250828_12.m3u8

pandaclass第六季第03期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第六季第03期20250830/电报频道@ikan_live_PandaClass_字幕版_20250830_12.m3u8

pandaclass第六季第04期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第六季第04期20250902/电报频道@ikan_live_PandaClass_字幕版_20250902_12.m3u8

pandaclass第六季第05期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_12.m3u8
13,https://5721004.xyz/pc6/pandaclass第六季第05期20250904/电报频道@ikan_live_PandaClass_字幕版_20250904_13.m3u8

pandaclass第六季第06期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第六季第06期20250906/电报频道@ikan_live_PandaClass_字幕版_20250906_12.m3u8

pandaclass第六季第07期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第07期20250909/电报频道@ikan_live_PandaClass_字幕版_20250909_10.m3u8

pandaclass第六季第08期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第六季第08期20250911/电报频道@ikan_live_PandaClass_字幕版_20250911_11.m3u8

pandaclass第六季第09期,#genre#
01,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第六季第09期20250913/电报频道@ikan_live_PandaClass_字幕版_20250913_12.m3u8


